name,translatedname
yellow_flower,黄色花
rabbit,兔
ghost,专有标签: ghost
circlet,专有标签: circlet
red_rose,专有标签: red rose
belt_buckle,专有标签: belt buckle
teddy_bear,专有标签: teddy bear
hair_down,发向下
blue_theme,专有标签: blue theme
ice,专有标签: ice
multicolored_eyes,专有标签: multicolored eyes
holding_umbrella,专有标签: holding umbrella
v_arms,专有标签: v arms
paper,专有标签: paper
+_+,晕眩表情
shoulder_bag,肩包
green_shirt,绿色衬衫
serious,专有标签: serious
height_difference,专有标签: height difference
official_alternate_hairstyle,专有标签: official alternate hairstyle
partially_fingerless_gloves,专有标签: partially fingerless gloves
stubble,专有标签: stubble
spear,专有标签: spear
hand_between_legs,手之间腿
sarashi,专有标签: sarashi
colored_eyelashes,专有标签: colored eyelashes
paw_pose,专有标签: paw pose
striped_bikini,专有标签: striped bikini
crystal,专有标签: crystal
=_=,无语表情
wooden_floor,专有标签: wooden floor
shawl,专有标签: shawl
bandaged_arm,专有标签: bandaged arm
injury,专有标签: injury
hairpin,专有标签: hairpin
rabbit_girl,兔女孩
rock,专有标签: rock
lantern,专有标签: lantern
hoop_earrings,专有标签: hoop earrings
sheathed,专有标签: sheathed
purple_flower,紫色花
mug,专有标签: mug
bouncing_breasts,专有标签: bouncing breasts
unworn_hat,专有标签: unworn hat
object_insertion,专有标签: object insertion
popsicle,专有标签: popsicle
blue_bowtie,专有标签: blue bowtie
lollipop,专有标签: lollipop
long_legs,长腿
tentacle_hair,专有标签: tentacle hair
eyebrows_hidden_by_hair,专有标签: eyebrows hidden by hair
smirk,专有标签: smirk
minigirl,专有标签: minigirl
green_headwear,专有标签: green headwear
wolf_girl,狼娘
mirror,镜子
yukata,浴衣
upside-down,专有标签: upside-down
water_drop,专有标签: water drop
light_blue_hair,浅色蓝色发
bouquet,专有标签: bouquet
mini_hat,专有标签: mini hat
white_leotard,专有标签: white leotard
purple_shirt,紫色衬衫
military_hat,专有标签: military hat
reaching,专有标签: reaching
breastplate,专有标签: breastplate
pajamas,专有标签: pajamas
brown_headwear,专有标签: brown headwear
snowing,下雪
black_sleeves,黑色袖
blue_pants,蓝色裤
bespectacled,专有标签: bespectacled
light_rays,专有标签: light rays
butt_crack,专有标签: butt crack
o_o,惊讶表情
dragon_tail,专有标签: dragon tail
holding_staff,专有标签: holding staff
page_number,专有标签: page number
oni,专有标签: oni
enmaided,专有标签: enmaided
shirt_tucked_in,专有标签: shirt tucked in
striped_bow,专有标签: striped bow
open_book,张开书
tress_ribbon,专有标签: tress ribbon
glint,专有标签: glint
mouth_mask,专有标签: mouth mask
handbag,专有标签: handbag
ass_focus,专有标签: ass focus
blue_panties,蓝色内裤
pink_lips,专有标签: pink lips
stairs,专有标签: stairs
:t,专有标签: :t
animal_hood,专有标签: animal hood
hugging_object,专有标签: hugging object
collared_dress,专有标签: collared dress
bow_(weapon),专有标签: bow (weapon)
waving,专有标签: waving
short_eyebrows,专有标签: short eyebrows
chocolate,专有标签: chocolate
fins,专有标签: fins
scar_across_eye,专有标签: scar across eye
orange_background,专有标签: orange background
city,城市
backless_outfit,专有标签: backless outfit
meme_attire,专有标签: meme attire
jumping,跳跃
chopsticks,专有标签: chopsticks
hug_from_behind,专有标签: hug from behind
tabard,专有标签: tabard
mustache,专有标签: mustache
double_v,专有标签: double v
adjusting_clothes,专有标签: adjusting clothes
sign,专有标签: sign
long_dress,长连衣裙
motion_blur,专有标签: motion blur
on_floor,专有标签: on floor
sportswear,专有标签: sportswear
leash,专有标签: leash
torn_pantyhose,专有标签: torn pantyhose
;),专有标签: ;)
card,专有标签: card
pout,专有标签: pout
fishnet_pantyhose,专有标签: fishnet pantyhose
brother_and_sister,专有标签: brother and sister
ofuda,专有标签: ofuda
folded_ponytail,专有标签: folded ponytail
veiny_penis,专有标签: veiny penis
mountain,专有标签: mountain
toenail_polish,专有标签: toenail polish
turret,专有标签: turret
borrowed_character,专有标签: borrowed character
dog_girl,狗女孩
outstretched_hand,专有标签: outstretched hand
off-shoulder_dress,专有标签: off-shoulder dress
2koma,专有标签: 2koma
furry_male,专有标签: furry male
can,专有标签: can
!?,专有标签: !?
sand,专有标签: sand
arms_at_sides,专有标签: arms at sides
large_penis,专有标签: large penis
forehead_mark,专有标签: forehead mark
front-tie_bikini_top,专有标签: front-tie bikini top
contemporary,专有标签: contemporary
blue_skin,专有标签: blue skin
ice_cream,专有标签: ice cream
spoon,专有标签: spoon
valentine,专有标签: valentine
pink_footwear,粉色鞋
vibrator,专有标签: vibrator
strawberry,专有标签: strawberry
cleft_of_venus,专有标签: cleft of venus
heart_hair_ornament,专有标签: heart hair ornament
goatee,专有标签: goatee
sharp_fingernails,专有标签: sharp fingernails
lab_coat,专有标签: lab coat
panties_aside,专有标签: panties aside
dakimakura_(medium),专有标签: dakimakura (medium)
underwater,专有标签: underwater
cum_overflow,专有标签: cum overflow
notice_lines,专有标签: notice lines
black_one-piece_swimsuit,专有标签: black one-piece swimsuit
drink,专有标签: drink
fence,专有标签: fence
muscular_female,专有标签: muscular female
nipple_stimulation,专有标签: nipple stimulation
fighting_stance,专有标签: fighting stance
hands_in_pockets,专有标签: hands in pockets
large_areolae,专有标签: large areolae
red_hairband,专有标签: red hairband
nose,专有标签: nose
hime_cut,专有标签: hime cut
mouse_ears,专有标签: mouse ears
hair_bell,专有标签: hair bell
skirt_hold,专有标签: skirt hold
music,专有标签: music
wedding_dress,专有标签: wedding dress
full-face_blush,专有标签: full-face blush
blue_kimono,专有标签: blue kimono
bandaid_on_face,专有标签: bandaid on face
railing,专有标签: railing
fork,专有标签: fork
nurse_cap,专有标签: nurse cap
cum_on_hair,专有标签: cum on hair
purple_ribbon,紫色缎带
holding_clothes,手持衣服
bloomers,专有标签: bloomers
butterfly_hair_ornament,专有标签: butterfly hair ornament
dragon,专有标签: dragon
red_cape,专有标签: red cape
hat_flower,帽花
hair_tie,专有标签: hair tie
palm_tree,专有标签: palm tree
blue_gloves,蓝色手套
covering_breasts,遮住胸部
|_|,专有标签: | |
arrow_(symbol),专有标签: arrow (symbol)
purple_nails,专有标签: purple nails
miko,专有标签: miko
realistic,写实
holding_flower,手持花
tiles,专有标签: tiles
oekaki,专有标签: oekaki
door,门
pasties,专有标签: pasties
sitting_on_person,专有标签: sitting on person
alternate_color,专有标签: alternate color
straw_hat,专有标签: straw hat
green_ribbon,绿色缎带
bandana,专有标签: bandana
chinese_text,专有标签: chinese text
black_bodysuit,专有标签: black bodysuit
branch,专有标签: branch
blue_leotard,专有标签: blue leotard
visor_cap,专有标签: visor cap
winter_uniform,专有标签: winter uniform
dildo,专有标签: dildo
covering_own_mouth,遮住自己嘴
orange_bow,橙色蝴蝶结
jacket_on_shoulders,夹克在肩
doll,专有标签: doll
smoking,专有标签: smoking
drawstring,专有标签: drawstring
yellow_ascot,专有标签: yellow ascot
sideways_glance,专有标签: sideways glance
red_vest,专有标签: red vest
stud_earrings,专有标签: stud earrings
hand_on_own_cheek,专有标签: hand on own cheek
blindfold,专有标签: blindfold
snake,专有标签: snake
fur-trimmed_jacket,专有标签: fur-trimmed jacket
brown_belt,专有标签: brown belt
kneepits,专有标签: kneepits
camera,专有标签: camera
off-shoulder_shirt,专有标签: off-shoulder shirt
licking_lips,专有标签: licking lips
pink_jacket,粉色夹克
logo,专有标签: logo
center_frills,专有标签: center frills
horizon,专有标签: horizon
steaming_body,专有标签: steaming body
shrug_(clothing),专有标签: shrug (clothing)
panties_around_one_leg,专有标签: panties around one leg
bags_under_eyes,专有标签: bags under eyes
black_cape,专有标签: black cape
pink_bra,粉色胸罩
interracial,专有标签: interracial
criss-cross_halter,专有标签: criss-cross halter
shota,正太
black_sclera,专有标签: black sclera
anklet,专有标签: anklet
low_wings,专有标签: low wings
antennae,专有标签: antennae
sunflower,专有标签: sunflower
hand_on_another's_shoulder,专有标签: hand on another's shoulder
clitoris,专有标签: clitoris
center_opening,专有标签: center opening
aircraft,专有标签: aircraft
top-down_bottom-up,专有标签: top-down bottom-up
white_sweater,专有标签: white sweater
headpiece,专有标签: headpiece
long_bangs,专有标签: long bangs
gag,专有标签: gag
eyeliner,专有标签: eyeliner
apple,专有标签: apple
floral_background,专有标签: floral background
vision_(genshin_impact),专有标签: vision (genshin impact)
suspender_skirt,专有标签: suspender skirt
foot_focus,足部特写
highleg_panties,专有标签: highleg panties
beanie,专有标签: beanie
character_doll,专有标签: character doll
grabbing_from_behind,抓从后方
red_lips,专有标签: red lips
spaghetti_strap,专有标签: spaghetti strap
bandeau,专有标签: bandeau
white_scarf,专有标签: white scarf
adjusting_hair,专有标签: adjusting hair
sun,太阳
pink_bikini,粉色比基尼
blanket,专有标签: blanket
size_difference,专有标签: size difference
folding_fan,专有标签: folding fan
head_out_of_frame,专有标签: head out of frame
covered_mouth,专有标签: covered mouth
underbust,专有标签: underbust
korean_text,专有标签: korean text
zoom_layer,专有标签: zoom layer
groping,专有标签: groping
fake_horns,专有标签: fake horns
gift_box,专有标签: gift box
spread_arms,专有标签: spread arms
wand,魔杖
straight-on,专有标签: straight-on
holding_knife,专有标签: holding knife
no_nose,专有标签: no nose
back_bow,背蝴蝶结
chromatic_aberration,专有标签: chromatic aberration
facing_away,专有标签: facing away
foot_out_of_frame,专有标签: foot out of frame
pov_hands,专有标签: pov hands
white_one-piece_swimsuit,专有标签: white one-piece swimsuit
alternate_hair_length,专有标签: alternate hair length
crown_braid,专有标签: crown braid
tail_ornament,专有标签: tail ornament
yokozuwari,专有标签: yokozuwari
emblem,专有标签: emblem
adjusting_eyewear,专有标签: adjusting eyewear
arrow_(projectile),专有标签: arrow (projectile)
arched_back,专有标签: arched back
white_outline,专有标签: white outline
hanging_breasts,专有标签: hanging breasts
partially_visible_vulva,专有标签: partially visible vulva
double-breasted,专有标签: double-breasted
sound_effects,专有标签: sound effects
ahegao,专有标签: ahegao
brown_thighhighs,专有标签: brown thighhighs
eighth_note,专有标签: eighth note
gakuran,专有标签: gakuran
geta,专有标签: geta
sailor_hat,专有标签: sailor hat
android,专有标签: android
clock,专有标签: clock
nun,专有标签: nun
round_teeth,专有标签: round teeth
food_on_face,食物在脸
black_collar,黑色衣领
angel,专有标签: angel
text_focus,专有标签: text focus
bookshelf,专有标签: bookshelf
tabi,专有标签: tabi
name_tag,专有标签: name tag
hand_on_headwear,专有标签: hand on headwear
leaning_back,专有标签: leaning back
smug,专有标签: smug
hair_behind_ear,专有标签: hair behind ear
selfie,自拍
cabbie_hat,专有标签: cabbie hat
flipped_hair,专有标签: flipped hair
single_side_bun,专有标签: single side bun
lactation,专有标签: lactation
basket,专有标签: basket
bun_cover,专有标签: bun cover
microskirt,专有标签: microskirt
gagged,专有标签: gagged
pinafore_dress,专有标签: pinafore dress
anchor_symbol,专有标签: anchor symbol
car,专有标签: car
guitar,专有标签: guitar
arm_warmers,专有标签: arm warmers
gangbang,专有标签: gangbang
pen,专有标签: pen
absurdly_long_hair,专有标签: absurdly long hair
petticoat,专有标签: petticoat
frog_hair_ornament,专有标签: frog hair ornament
arm_tattoo,专有标签: arm tattoo
saliva_trail,专有标签: saliva trail
sailor_shirt,专有标签: sailor shirt
bodystocking,专有标签: bodystocking
highleg_swimsuit,专有标签: highleg swimsuit
frilled_shirt,专有标签: frilled shirt
potted_plant,专有标签: potted plant
onsen,专有标签: onsen
tracen_school_uniform,专有标签: tracen school uniform
on_head,在头
silent_comic,专有标签: silent comic
habit,专有标签: habit
fairy_wings,专有标签: fairy wings
star-shaped_pupils,专有标签: star-shaped pupils
drinking,专有标签: drinking
body_fur,专有标签: body fur
reaching_towards_viewer,专有标签: reaching towards viewer
yellow_jacket,黄色夹克
card_(medium),专有标签: card (medium)
jack-o'-lantern,专有标签: jack-o'-lantern
unbuttoned,专有标签: unbuttoned
bird_wings,专有标签: bird wings
winter_clothes,专有标签: winter clothes
leg_lift,专有标签: leg lift
bikini_under_clothes,比基尼下方衣服
wristwatch,专有标签: wristwatch
heart_censor,专有标签: heart censor
pool,专有标签: pool
lowleg,专有标签: lowleg
bound_wrists,专有标签: bound wrists
summer_uniform,专有标签: summer uniform
heart_hands,爱心手
gothic_lolita,专有标签: gothic lolita
cannon,专有标签: cannon
cross-laced_clothes,专有标签: cross-laced clothes
nipple_slip,专有标签: nipple slip
hair_over_eyes,发覆盖眼
electricity,专有标签: electricity
cow_print,专有标签: cow print
eyeball,专有标签: eyeball
cow_ears,专有标签: cow ears
brown_shirt,棕色衬衫
looking_ahead,专有标签: looking ahead
classroom,专有标签: classroom
antlers,专有标签: antlers
lace-up_boots,专有标签: lace-up boots
cheerleader,专有标签: cheerleader
glass,专有标签: glass
back-to-back,背向背
checkered_clothes,专有标签: checkered clothes
